document_id,title,authors,year,source,pmid,doi,url,document_type,topic,subtopic,full_text_available
doc_42583202,Inflammatory mass or malignancy? The radiology of fish bone phlegmon: a review of 3 cases.,"['Alhilani Michel', 'Jones-Whiting Larne', 'Malekout Sharmin', 'Elshawarby Abdelhamid', 'Hayes Andrew J', 'Moskovic Eleanor']",2026,PubMed,42583202,10.1093/bjrcr/uaag030,https://pubmed.ncbi.nlm.nih.gov/42583202/,scientific_paper,differential_diagnosis,general,False
doc_42578158,Acute cholecystitis revealing gastric adenocarcinoma with osseous metastasis: a case report and review of the literature.,"['Jidou Ahmed Vadel', 'Aberkane Mahmoud', 'Guellil Abdelali', 'Jabi Rachid', 'Bennani Amal', 'Bouziane Mohammed']",2026,PubMed,42578158,10.1097/RC9.0000000000000639,https://pubmed.ncbi.nlm.nih.gov/42578158/,scientific_paper,differential_diagnosis,general,False
doc_42578106,Primary cerebral melanoma of the frontal lobe: a case report and review of the literature.,"['Kouli Ayla', 'Al-Bitar Ahmad', 'Saifo Maher']",2026,PubMed,42578106,10.1097/RC9.0000000000000632,https://pubmed.ncbi.nlm.nih.gov/42578106/,scientific_paper,differential_diagnosis,general,False
doc_42578039,Glomus tumor of the right little finger: a case report and review of diagnostic challenges.,"['Pandey Shivam', 'Kamal Meraj', 'Pandey Ashutosh', 'Yadav Neelam', 'Khan Sajjad Ahmed', 'Pandey Khushi']",2026,PubMed,42578039,10.1097/RC9.0000000000000717,https://pubmed.ncbi.nlm.nih.gov/42578039/,scientific_paper,differential_diagnosis,general,False
doc_42565079,Concurrent Umbilical Endometriosis and Umbilical Hernia: A Rare Case.,"['Mshango Baraka S', 'Makalla Alex J', 'Munema Asafu M']",2026,PubMed,42565079,10.7759/cureus.112211,https://pubmed.ncbi.nlm.nih.gov/42565079/,scientific_paper,differential_diagnosis,general,False
doc_42552441,DNA Methylation Signatures of Upper Aerodigestive Tract Squamous Cell Carcinoma and Sarcomatoid Squamous Cell Carcinoma Are Similar: A Potential Novel Diagnostic Tool for the Diagnosis of Sarcomatoid Squamous Cell Carcinoma.,"['Dermawan Josephine K', 'Griffith Christopher C', 'Starbuck Jennifer', 'Shurtleff Sheila', 'Hattery Travis', 'Nakitandwe Joy', 'Campbell Shauna', 'Chrisinger John S A', 'Chen Mark J', 'Azzato Elizabeth M', 'Fritchie Karen J']",2026,PubMed,42552441,10.1007/s12105-026-01958-4,https://pubmed.ncbi.nlm.nih.gov/42552441/,scientific_paper,differential_diagnosis,general,False
doc_42535104,Reproducibility of Perfusion-Weighted and Diffusion-Weighted Magnetic Resonance Imaging in Patients with Ocular Tumours.,"['Janssen Pieter A M', 'Ferreira Teresa A', 'Vu T H Khanh', 'Beenakker Jan-Willem M', 'Klaassen Lisa']",2026,PubMed,42535104,10.1159/000552801,https://pubmed.ncbi.nlm.nih.gov/42535104/,scientific_paper,differential_diagnosis,general,False
doc_42525804,Atypical Spitz Tumor in a Pediatric Patient: A Case Report and Review of the Literature.,"['Kelly Joseph H', 'Christensen Linze M', 'Summers Stephanie R', 'Kerkvliet Amy M', 'Frohm Marcus L']",2026,PubMed,42525804,,https://pubmed.ncbi.nlm.nih.gov/42525804/,scientific_paper,differential_diagnosis,general,False
doc_42521435,Oral malignant melanoma of the tongue with suspected intralingual in-transit metastasis.,"['Morioka Reon', 'Fujioka-Kobayashi Masako', 'Tatsumi Hiroto', 'Matsuda Yuhei', 'Osako-Sonoyama Rie', 'Somoto Michitaka', 'Kanno Takahiro']",2026,PubMed,42521435,10.1136/bcr-2026-273855,https://pubmed.ncbi.nlm.nih.gov/42521435/,scientific_paper,differential_diagnosis,general,False
doc_42518806,Metastatic malignant melanoma presenting as bilateral acute mastitis in a lactating woman: a case report and literature review.,"['Wang Zilin', 'Zeng Shaowu', 'Zhou Qiaorong', 'Guo Jujiang']",2026,PubMed,42518806,10.3389/fonc.2026.1892580,https://pubmed.ncbi.nlm.nih.gov/42518806/,scientific_paper,differential_diagnosis,general,False
doc_42516587,Subepithelial nevus and papilloma of the lacrimal caruncle: a case report and literature review.,"['Daocharoenporn Siriphat', 'Chokthaweesak Weerawan', 'Kangwanwongpaisan Chawawat', 'Narkcham Siroratt', 'Putthirangsiwong Bunyada']",2026,PubMed,42516587,10.3389/fopht.2026.1766863,https://pubmed.ncbi.nlm.nih.gov/42516587/,scientific_paper,differential_diagnosis,general,False
doc_42516133,"Diagnostic research in immune checkpoint inhibitor-related pneumonitis: a bibliometric analysis of research evolution, diagnostic focuses, and future priorities.","['Han Luwei', 'Zhang Wei', 'Zhang Qi', 'Shen Wenhao', 'Yang Ping', 'Fang Bing', 'Meng Yuanxin', 'Liu Yi', 'Ren Ziyan', 'Fei Ruiyang', 'Zhang Xinran', 'Li Jiaxing', 'Lu Kaijin', 'Han Gaohua']",2026,PubMed,42516133,10.3389/fonc.2026.1885789,https://pubmed.ncbi.nlm.nih.gov/42516133/,scientific_paper,differential_diagnosis,general,False
doc_42620664,"Epithelial skin cancer before, during, and after the COVID-19 pandemic.","['Pisarek Anna', 'Sabat Robert', 'Wolk Kerstin', 'Schneider-Burrus Sylke']",2026,PubMed,42620664,10.3389/fmed.2026.1833019,https://pubmed.ncbi.nlm.nih.gov/42620664/,scientific_paper,melanoma_subtypes,general,False
doc_42611550,Impact of Lateral Margin Adequacy on Survival in Cutaneous Melanoma: An Asian Retrospective Cohort Study.,"['Lin Chun-Yu', 'Wu Cheng-Lin', 'Pan Shin-Chen', 'Lee Julia Yu-Yun', 'Wong Tak-Wah', 'Chang Yi-Han', 'Huang Yi-Hsuan', 'Lu Hsi-Huei', 'Chen Helen H W', 'Liu Wei-Ting']",2026,PubMed,42611550,10.1111/1346-8138.70469,https://pubmed.ncbi.nlm.nih.gov/42611550/,scientific_paper,melanoma_subtypes,general,False
doc_42592703,"Prognostic Impact of Detection Patterns, Reasons for Consultation, and Sex Differences in Melanoma Among Young Adults: A 30-Year Retrospective Cohort Study.","['Rodríguez-Sánchez Belén', 'Avilés-Izquierdo José Antonio', 'Martín-Nieto-González Jorge', 'de la Puente-Alonso Marina', 'Zamarro-Díaz Luis', 'Fuentes-Bellas Andrea', 'de Ramón-Rueda Daniel', 'Jiménez-Briones Luis', 'Rodríguez-Lomba Enrique', 'Arias-Lotto Francisco', 'de la Cueva-Dobao Pablo']",2026,PubMed,42592703,10.1111/ijd.70615,https://pubmed.ncbi.nlm.nih.gov/42592703/,scientific_paper,melanoma_subtypes,general,False
doc_42588593,Routine Frozen Section Analysis May Be Omittable for Nodular Basal Cell Carcinoma Undergoing Local Flap Reconstruction.,"['Hansen Mads Koefoed', 'Topal Mikail', 'Saltvig Iselin', 'Alrasheed Taiba', 'Mamsen Frederik Penzien Wainer', 'Krezdorn Nicco']",2026,PubMed,42588593,10.3390/cancers18152372,https://pubmed.ncbi.nlm.nih.gov/42588593/,scientific_paper,melanoma_subtypes,general,False
doc_42572578,"Risk factors for the development of acral melanoma: A multi-institutional, retrospective cohort study.","['Lu Charles', 'Burke Olivia', 'Thang Christopher J', 'Khattab Sara', 'Nguyen Nga', 'Beagles Emma', 'Chang Crystal', 'Xu Suzanne', 'Hwang Jonathan C', 'Huhmann Linden', 'Starink Nicholas', 'Weinstock Martin A', 'Asgari Maryam M', 'Hurlbert Marc S', 'Gaziano John M', 'Fillmore Nathanael R', 'Feldman Theodore C', 'Hartman Rebecca I', 'Semenov Yevgeniy R']",2026,PubMed,42572578,10.1016/j.jdin.2026.04.021,https://pubmed.ncbi.nlm.nih.gov/42572578/,scientific_paper,melanoma_subtypes,general,False
doc_42570551,Age-related prognostic disparities in cutaneous melanoma: A population-based study and validated interactive web-based nomogram for individualized prognostic stratification.,"['Xu Wenhao', 'Zheng Li', 'Chen Qinqin', 'Luo Ling', 'He Cui', 'Chen Haiming', 'Zhang Jiaping', 'Chen Zhuo']",2026,PubMed,42570551,10.1016/j.tranon.2026.102969,https://pubmed.ncbi.nlm.nih.gov/42570551/,scientific_paper,melanoma_subtypes,general,False
doc_42561749,Integrated single-cell and bulk transcriptomic analysis identifies a novel senescent fibroblast subtype associated with poor prognosis in acral melanoma.,"['Jing Ming', 'Xu Zhen', 'Ruan Zhenqiang', 'Zhao Xiangrong', 'Yang Jiguang', 'Zhang Qi', 'Mao Kelei', 'Gao Chao', 'Yan Xiaodong']",2026,PubMed,42561749,10.1016/j.tranon.2026.102968,https://pubmed.ncbi.nlm.nih.gov/42561749/,scientific_paper,melanoma_subtypes,general,False
doc_42541740,Immunocryosurgery as Primary Treatment for Lentigo Maligna and as an Adjuvant Therapy for Lentigo Maligna Melanoma: A 21-Patient Case Series.,"['Esteve-Boncompte Guillem', 'Sánchez-Quin Aina', 'Morant Yomara', 'Vilardell Felip', 'Soria Xavier', 'Torrente Rosa M', 'Jaria Maria', 'Huerva Valentín', 'Marti Rosa M']",2026,PubMed,42541740,10.1159/000553517,https://pubmed.ncbi.nlm.nih.gov/42541740/,scientific_paper,melanoma_subtypes,general,False
doc_42540073,"Utilizing relative survival to investigate melanoma subtypes across intersectional demographics: a Surveillance, Epidemiology, and End Results (SEER) cohort study.","['Hu Benjamin D', 'Block Brandon R', 'Rabinowitz Grace', 'Verma Hannah', 'Lambert Raphaella', 'Adalsteinsson Bragi', 'Jónasson Jón Gunnlaugur', 'Sigurgeirsson Bardur', 'Meehan Shane A', 'Ungar Jonathan', 'Lewin Jesse M', 'Gulati Nicholas', 'Adalsteinsson Jonas A']",2026,PubMed,42540073,10.1093/skinhd/vzag067,https://pubmed.ncbi.nlm.nih.gov/42540073/,scientific_paper,melanoma_subtypes,general,False
doc_42534945,Case Report: Durable remission in stage IV melanoma following strategic immune checkpoint inhibitor class rotation and rechallenge.,"['Raja Jamila', 'Li Shuo', 'Patterson Asal', 'Martinez Steve R', 'Soriano Perry A', 'Wang Xiaowen', 'Jiang Peter Y Z']",2026,PubMed,42534945,10.3389/fonc.2026.1875467,https://pubmed.ncbi.nlm.nih.gov/42534945/,scientific_paper,melanoma_subtypes,general,False
doc_42524354,Cholesterotic Fibrous Histiocytoma: A Rare Variant of a Common Presentation: A Case Report.,"['McKinney Conall James', 'Holte Kris', 'Alderdice David']",2026,PubMed,42524354,10.1159/000552887,https://pubmed.ncbi.nlm.nih.gov/42524354/,scientific_paper,melanoma_subtypes,general,False
doc_42519790,"Locus-specific HERV expression identifies an aggressive, NK-depleted, checkpoint-refractory acral melanoma phenotype.","['Marston Jez L', 'Fei Tongyi', 'Reyes-Gopar Helena', 'Bendall Matthew L', 'Nixon Douglas F']",2026,PubMed,42519790,10.3389/fmed.2026.1834744,https://pubmed.ncbi.nlm.nih.gov/42519790/,scientific_paper,melanoma_subtypes,general,False
doc_42517757,Metastatic Melanoma with Rhabdomyosarcomatous Transdifferentiation: Two Tumors with Next-Generation Sequencing Correlation.,"['McCrary Myles R', 'Brimanson Kathryn', 'Ozoya Oluwatobi', 'Messina Jane L', 'Bui Marilyn M', 'Bittar Humberto E Trejo']",2026,PubMed,42517757,10.1177/10668969261459625,https://pubmed.ncbi.nlm.nih.gov/42517757/,scientific_paper,melanoma_subtypes,general,False
doc_42511909,KIT Mutations Are More Common in Mucosal than Acral Melanoma: A Case-Series of 152 Patients from a Single Centre.,"['Millán-Esteban David', 'Arauz-Gil Ana', 'García-Casado Zaida', 'Traves Víctor', 'Nagore Eduardo', 'Requena Celia']",2026,PubMed,42511909,10.3390/biomedicines14071434,https://pubmed.ncbi.nlm.nih.gov/42511909/,scientific_paper,melanoma_subtypes,general,False
doc_42511737,Photodynamic Therapy for Keratinocytic Precancerous Lesions and Non-Melanoma Skin Cancer: A Narrative Review.,"['Russano Francesco', ""Dall'Olmo Luigi"", 'Brugnolo Davide', 'Callegarin Francesco', 'Del Fiore Paolo', 'Caminiti Rocco', 'Rastrelli Marco', 'Mocellin Simone']",2026,PubMed,42511737,10.3390/ijms27146396,https://pubmed.ncbi.nlm.nih.gov/42511737/,scientific_paper,melanoma_subtypes,general,False
doc_42628027,A Coordinated Approach to Perioperative Rehabilitation to Enhance Outcomes in Melanoma: Protocol for the CARE-Melanoma Pilot Randomized Controlled Trial.,"['Smith-Turchyn Jenna', 'Hvizd Jordon L', 'Francescutti Valerie']",2026,PubMed,42628027,10.2196/90946,https://pubmed.ncbi.nlm.nih.gov/42628027/,scientific_paper,histopathology_prognosis,general,False
doc_42627423,Optimising Clinical Outcomes Following R1 Resection in Soft Tissue Sarcoma: An Evidence-Based Approach.,"['Remiszewski Piotr', 'Rosiński Marcin', 'Sukiennik Adam S', 'Chmiel Paulina', 'Szumera-Ciećkiewicz Anna', 'Rutkowski Piotr', 'Czarnecka Anna M']",2026,PubMed,42627423,10.1007/s11864-026-01410-3,https://pubmed.ncbi.nlm.nih.gov/42627423/,scientific_paper,histopathology_prognosis,general,False
doc_42627331,Macrophage PABPC4-SPP1 Axis Orchestrates Immunosuppression in Colorectal Cancer.,"['Wang Meng', 'Yang Fang', 'Gao Yuan', 'Li Liuli', 'Huang Yulan', 'Yao Hui', 'Zhao Sijie', 'Zhao Kun', 'Zhang Tianying', 'Heng Hui', 'Xu Jiaxin', 'Xiang Yuancai', 'Xiao Weidong', 'Hu Shaofan', 'Miao Hongming']",2026,PubMed,42627331,10.1002/advs.77361,https://pubmed.ncbi.nlm.nih.gov/42627331/,scientific_paper,histopathology_prognosis,general,False
doc_42626221,Necrotic Liver Metastasis From Anorectal Mucosal Melanoma Mimicking a Pyogenic Liver Abscess: A Case Report.,"['Lis Monika', 'Piwar Hubert', 'Sucharski Mateusz', 'Pawlasek Jan', 'Hernik Karolina']",2026,PubMed,42626221,10.7759/cureus.113077,https://pubmed.ncbi.nlm.nih.gov/42626221/,scientific_paper,histopathology_prognosis,general,False
doc_42625139,Serum AIM2 as a Prognostic Biomarker for Disease Severity and Delirium in Acute Pancreatitis: A Multicenter Prospective Cohort Study.,"['Dong Shiyang', 'Zhang Bo', 'Jing Yidong', 'Zhang Shaojun', 'Tang Zihao', 'Wu Jianye', 'Rao Yujun']",2026,PubMed,42625139,10.1002/brb3.71712,https://pubmed.ncbi.nlm.nih.gov/42625139/,scientific_paper,histopathology_prognosis,general,False
doc_42625079,Intrathecal immune checkpoint inhibitors as adjunctive therapy for leptomeningeal disease: A case series and systematic review.,"['Daftari Manav', 'Ramsoomair Christian K', 'Aka Anurag', 'Himic Vratko', 'Hudson Anna', 'Berckemeyer Manuela Aramburu', 'Johnson Morgan', 'Lu Victor M', 'Chandar Jay', 'Govindrajan Vaidya', 'Lutzky Jose', 'Ivan Michael E', 'Komotar Ricardo J', 'Nasany Ruham', 'Shah Ashish H']",2026,PubMed,42625079,10.1007/s10143-026-04454-z,https://pubmed.ncbi.nlm.nih.gov/42625079/,scientific_paper,histopathology_prognosis,general,False
doc_42624861,AI-enabled discovery and biochemical optimization of minibinders targeting cancer cell-surface proteins.,"['Broske Bianca', 'McEnroe Benjamin A', 'Frechen Sophie C', 'Kempchen Tim N', 'Fandrey Caroline I', 'Tan Elisabeth', 'Ferber Dominic', 'Yong Michelle C R', 'Kleinert Marie', 'Messmer Julia M', 'Konopka Peter', 'Hoch Alexander', 'Blumenstock Katja', 'Tödtmann Jan M P', 'Oldenburg Johannes', 'Rühl Heiko', 'Semaan Alexander', 'Toma Marieta I', 'Markova Kristina', 'Kobold Sebastian', 'Rollenske Tim', 'Geyer Matthias', 'Menzel Stephan', 'Bald Tobias', 'Schmid-Burgk Jonathan L', 'Hagelueken Gregor', 'Hölzel Michael']",2026,PubMed,42624861,10.1038/s41467-026-76760-5,https://pubmed.ncbi.nlm.nih.gov/42624861/,scientific_paper,histopathology_prognosis,general,False
doc_42624531,Immune-cytokine signature predicts survival in patients with advanced melanoma treated with oncolytic adenovirus TILT-123 and chemotherapy and IL-2-free adoptive TIL therapy.,"['Haybout Lyna', 'Kudling Tatiana V', 'Clubb James H', 'Monberg Tine Juul', 'Albieri Benedetta', 'Pakola Santeri Artturi', 'Jirovec Elise', 'Arias Victor', 'Quixabeira Dafne C A', 'Juteau Susanna', 'Ellebæk Eva', 'Donia Marco', 'Løvendahl Eefsen Rikke', 'Borch Troels Holz', 'Lorentzen Torben', 'Hendel Helle', 'Vestergaard Cecilie Dam', 'Khammari Amir', 'Kistler Claudia', 'Westergaard Marie Christine Wulff', 'Met Özcan', 'Sorsa Suvi', 'Hemminki Otto', 'Kanerva Anna', 'Cervera-Carrascon Victor', 'Dréno Brigitte', 'Svane Inge Marie', 'Hemminki Akseli']",2026,PubMed,42624531,10.1136/jitc-2026-016003,https://pubmed.ncbi.nlm.nih.gov/42624531/,scientific_paper,histopathology_prognosis,general,False
doc_42624279,Lesion distribution based on oral biopsy and histopathology in dogs: a retrospective study of 338 cases (2015-2025).,"['Kim Chun-Geun', 'Jeong Kil-Jun', 'Kim Jaekyung', 'Vapniarsky Natalia', 'Kang Seong Soo', 'Kim Se Eun', 'Jo Hyun Min']",2026,PubMed,42624279,10.1016/j.tvjl.2026.106841,https://pubmed.ncbi.nlm.nih.gov/42624279/,scientific_paper,histopathology_prognosis,general,False
doc_42624103,Melanoma to rhabdomyosarcoma plasticity in the setting of immunotherapy.,"['Knight Andrew D', 'Robitschek Emily J', 'Lin Jia-Ren', 'Aprati Tyler', 'Tarantino Giuseppe', 'Chen Jaijia', 'Frederick Dennie T', 'Shi Alvin', 'Larque Ana B', 'Miao Benchun', 'Raghavan Rumya S', 'Sharova Tatyana', 'Shin John H', 'Sorger Peter', 'Kellis Manolis', 'Flaherty Keith T', 'Hacohen Nir', 'Boland Genevieve M', 'Chebib Ivan', 'Liu David', 'Sullivan Ryan J', 'Mehta Arnav']",2026,PubMed,42624103,10.1016/j.medj.2026.101266,https://pubmed.ncbi.nlm.nih.gov/42624103/,scientific_paper,histopathology_prognosis,general,False
doc_42622786,Influence of metastases composition on the conspicuity of melanoma brain metastases: a comparative study of post-contrast 3D T1WI GRE versus 3D T1WI TSE black blood.,"['Chen Zhou Zhao Hui', 'Salvador Álvarez Elena', 'Hilario Amaya', 'Cárdenas Agustín', 'Romero Juan', 'Lechuga Carmen', 'Martínez de Aragón Ana', 'Ramos Ana']",2026,PubMed,42622786,10.1007/s11547-026-02271-4,https://pubmed.ncbi.nlm.nih.gov/42622786/,scientific_paper,histopathology_prognosis,general,False
doc_42620700,Antitumor effects of a lectin purified from <i>Genipa americana</i> in human cancer cell lines and murine melanoma cells.,"['Costa Ricardo Bezerra', 'da Costa Silva Monizy', 'Gomes Emisael Stênio Batista', 'da Rocha Rogério Gonçalves', 'de Queiroz Fragoso Stella Freitas', 'Dos Santos Marta Angelo', 'Duarte Ana Kelly da Silva Fernandes', 'Guimarães André Luiz Sena', 'Fraga Carlos Alberto de Carvalho', 'Gomes Francis Soares']",2026,PubMed,42620700,10.3389/fonc.2026.1913802,https://pubmed.ncbi.nlm.nih.gov/42620700/,scientific_paper,histopathology_prognosis,general,False
doc_42620263,Investigating the repurposing potential of immune checkpoint inhibition for cancer treatment using Mendelian randomisation.,"['Bate Tessa', 'Dong Mei', 'Liu Yuxi', 'Seviiri Mathias', 'Brown M Catherine', 'Atkins Joshua', 'Smith-Byrne Karl', 'Consortium The Practical', 'Hung Rayjean', 'Law Matthew', 'Iles Mark', 'Ghajari Hadis', 'Lo Serigne', 'Gusev Alexander', 'Vanderwerff Brett', 'Zoellner Sebastian', 'Liu Geoffrey', 'Xu Wei', 'Martin Richard', 'Yarmolinsky James', 'Haycock Philip', 'Ilcco International Lung Cancer Consortium']",2026,PubMed,42620263,10.21203/rs.3.rs-9656350/v1,https://pubmed.ncbi.nlm.nih.gov/42620263/,scientific_paper,histopathology_prognosis,general,False
doc_42619796,Serotonin Receptor Signaling Promotes Amoeboid Migration of Melanoma Cells Through cAMP/PKA Activation.,"['Abrenica Alleah G', 'Kuang Sylvia', 'Kar Neelakshi', 'Logue Jeremy S']",2026,PubMed,42619796,10.64898/2026.07.27.741069,https://pubmed.ncbi.nlm.nih.gov/42619796/,scientific_paper,histopathology_prognosis,general,False
doc_42619042,ANXA1-Derived Peptide Increases Melanoma Cell Sensitivity to Vemurafenib by Downregulating EphA2.,"['Feng Juan', 'Huang Xiao-Pu', 'Zhang Ming', 'Huang Wei', 'Lu Shan-Shan', 'Xiao Zhi-Qiang', 'Xie Zhi-Hai', 'Yi Hong']",2026,PubMed,42619042,10.1111/jcmm.71310,https://pubmed.ncbi.nlm.nih.gov/42619042/,scientific_paper,histopathology_prognosis,general,False
doc_42625088,"Clinical characteristics, management and outcomes in immune checkpoint inhibitor-induced central nervous system demyelinating disease.","['Ma Zhong-Mian', 'Xie Wei-Bin', 'Hao Yan-Lei', 'Li Yi-Xiao']",2026,PubMed,42625088,10.1007/s10072-026-09342-4,https://pubmed.ncbi.nlm.nih.gov/42625088/,scientific_paper,clinical_guidelines,general,False
doc_42624603,Long-term cancer risk after metal-on-metal hip arthroplasty: a Finnish population-based study with a mean follow-up of 12.8 years.,"['Autio Elias', 'Vahlberg Tero', 'Ekman Elina', 'Laaksonen Inari', 'Hemmilä Matias', 'Eskelinen Antti', 'Mäkelä Keijo']",2026,PubMed,42624603,10.1136/bmjopen-2025-114178,https://pubmed.ncbi.nlm.nih.gov/42624603/,scientific_paper,clinical_guidelines,general,False
doc_42618927,T cell receptor repertoire dynamics and newly identified functional regulators of autologous tumor-infiltrating lymphocyte therapy in advanced solid tumors.,"['Li Fenge', 'Yang Jilong', 'Lizee Gregory', 'Xue Yongming', 'Wang Ruijing', 'Zhang Chao', 'Gao Xinbo', 'Zhao Xiangqin', 'Liu Mei', 'Lu Wenhan', 'Wang Yupeng', 'Feng Weihong', 'Ma Chunhua', 'Ma Ying']",2026,PubMed,42618927,10.1186/s12967-026-08781-z,https://pubmed.ncbi.nlm.nih.gov/42618927/,scientific_paper,clinical_guidelines,general,False
doc_42616744,Systemic surveillance for uveal melanoma: Approach to optimization.,"['Zabor Emily C', 'Yeşiltaş Yağmur Seda', 'Singh Arun D']",2026,PubMed,42616744,10.1371/journal.pone.0355405,https://pubmed.ncbi.nlm.nih.gov/42616744/,scientific_paper,clinical_guidelines,general,False
doc_42612648,Global and regional progress towards reduced burden of oral conditions between 2019 and 2023: a systematic analysis for the Global Burden of Disease Study 2023.,[],2026,PubMed,42612648,10.1016/S2468-2667(26)00143-X,https://pubmed.ncbi.nlm.nih.gov/42612648/,scientific_paper,clinical_guidelines,general,False
doc_42602005,Case Report: Synchronous germline <i>BAP1</i>-negative choroidal melanoma and clear cell renal cell carcinoma characterized by pan-cancer genomic profiling.,"['Yu Huilei', 'Wang Dandan', 'Han Ying', 'Li Yiyi', 'Zhang Juntao']",2026,PubMed,42602005,10.3389/fonc.2026.1850655,https://pubmed.ncbi.nlm.nih.gov/42602005/,scientific_paper,clinical_guidelines,general,False
doc_42570348,Sentinel node biopsy and survival in cutaneous melanoma: a nationwide population-based cohort study.,"['Weitemeyer Marie B', 'Helvind Neel M', 'Gjorup Caroline A', 'Eriksson Frank', 'Bidstrup Pernille', 'Steffensen Karina D', 'Luczak Adam Andrzej', 'Bastholt Lars', 'Schmidt Henrik', 'Svane Inge Marie', 'Ellebaek Eva', 'Hölmich Lisbet R']",2026,PubMed,42570348,10.1016/j.ejso.2026.112052,https://pubmed.ncbi.nlm.nih.gov/42570348/,scientific_paper,clinical_guidelines,general,False
doc_42564088,Real-world treatment patterns in stage III and IV melanoma patients: insights from a global multi-center chart review study.,"['Kim Miso', 'Gaughan Elizabeth M', 'Azpeitia Agueda', 'Rao Aparna', 'Wei Maria L', 'So Alexandra', 'Zhong Xiaochen', 'Berking Carola', 'Jiang Ruixuan', 'Dalle Stéphane', 'Robert Caroline', 'Alam Salma', 'Davies Tessa', 'Debus Dirk', 'Dzienis Marcin', 'Danson Sarah', 'Frazer Ricky', 'Gebhardt Christoffer', 'Geidel Glenn', 'Hassel Jessica C', 'Hansen Inga', 'Heppt Markus V', 'Hildebrandt Lina', 'Isaacs James', 'Suh Koung Jin', 'Keam Bhumsuk', 'Kim Yu Jung', 'Lesimple Thierry', 'Saiag Phillipe', 'Weight Ryan', 'Delibes Alicia', 'Barnett Rosemarie', 'Krepler Clemens', 'Gandhi Kavita', 'Qizilbash Nawab', 'Shui Irene', 'Tan Xiang-Lin', 'Sullivan Ryan J']",2026,PubMed,42564088,10.3389/fimmu.2026.1813387,https://pubmed.ncbi.nlm.nih.gov/42564088/,scientific_paper,clinical_guidelines,general,False
doc_42558559,"Efficacy, safety, and characteristics of adoptive tumor-infiltrating lymphocyte therapy in solid tumours: a systematic review and meta-analysis.","['Surendran Haripriya Parapparambil', 'Gopisetty Gopal', 'Rajappa Senthil Jagannathan', 'Rao T Subramanyeshwar', 'Unnikrishnan M K']",2026,PubMed,42558559,10.3389/fonc.2026.1859306,https://pubmed.ncbi.nlm.nih.gov/42558559/,scientific_paper,clinical_guidelines,general,False
doc_42556019,Uptake of sentinel lymph node biopsy following a melanoma diagnosis: an Australian population-based study.,"['Watts Caroline G', 'McKeown Janet', 'Lo Serigne N', 'Ma Victoria J', 'Saw Robyn P M', 'Scolyer Richard A', 'Smith Andrea L', 'Spillane Andrew J', 'Thompson John F', 'Varey Alexander H R', 'Cust Anne E']",2026,PubMed,42556019,10.1016/j.suronc.2026.102520,https://pubmed.ncbi.nlm.nih.gov/42556019/,scientific_paper,clinical_guidelines,general,False
doc_42533742,Secondary Adrenal Insufficiency and Multisystem Endocrinopathy Following Immune Checkpoint Inhibitor Therapy.,"['Fedorova Olga', 'AlSaraj Fuad']",2026,PubMed,42533742,10.4103/aam.aam_658_25,https://pubmed.ncbi.nlm.nih.gov/42533742/,scientific_paper,clinical_guidelines,general,False
doc_42527799,"Contralateral Prophylactic Mastectomy in Women with Unilateral Breast Cancer by Age, Race, and Tumor Subtype.","['Black Dalliah M', 'Glasgow Amy E', 'Degnim Amy C', 'Hieken Tina J', 'Habermann Elizabeth B']",2026,PubMed,42527799,10.1245/s10434-026-20306-y,https://pubmed.ncbi.nlm.nih.gov/42527799/,scientific_paper,clinical_guidelines,general,False
doc_42511497,Association of BRAF Mutation Status with Histopathological Characteristics and Survival Outcomes in Stage II-III Malignant Melanoma.,"['Gâta Vlad Alexandru', 'Leucuța Daniel Corneliu', 'Ilieș Radu Alexandru', 'Țîțu Ștefan', 'Mureșan-Bădescu Ana Maria', 'Nicoară Delia', 'Pop Ioan Constantin', 'Orădan Alex Victor', 'Muntean Maximilian Vlad', 'Gâta Anda']",2026,PubMed,42511497,10.3390/ijms27146150,https://pubmed.ncbi.nlm.nih.gov/42511497/,scientific_paper,clinical_guidelines,general,False
doc_42500847,Skin Abnormalities at Checkpoint Inhibitor Therapy Initiation Are Associated With Skin Rash Development in Oncology Patients.,"['Lyubchenko Taras', 'Berdyshev Evgeny', 'Weight Ryan M', 'Xiao Olivia', 'Shah Neil J', 'Markova Alina', 'Lacouture Mario E', 'Kern Jeffrey A', 'Goleva Elena', 'Leung Donald Y M']",2026,PubMed,42500847,10.1111/all.70448,https://pubmed.ncbi.nlm.nih.gov/42500847/,scientific_paper,clinical_guidelines,general,False
doc_42499697,Diffuse Amelanotic Choroidal Melanoma Mimicking Mushrooming Melanocytic Melanoma and Choroidal Metastasis in a Patient with Dual Primary Malignancies: A Case Report.,"['Puthussery Jose Cijin', 'Hagen Matthew C', 'Riemann Christopher D', 'Gursel Zeynep']",2026,PubMed,42499697,10.1159/000552701,https://pubmed.ncbi.nlm.nih.gov/42499697/,scientific_paper,clinical_guidelines,general,False
